Cluster	Caste	Module	dnds	total	Intra	Ext	Exp
EOG76B7DB	Not	 Lightcyan	0.06579	33.66924544	25.58331013	8.08593531	74.29965533
EOG779XSN	Not	 Lightcyan	0.05846	23.95868888	11.12480621	12.83388267	57.41808697
EOG77MJHJ	Not	 Lightcyan	0.16352	37.43820953	8.384252469	29.05395707	171.3637388
EOG77T8ZM	Not	 Lightcyan	0.27772	30.02479424	14.65536568	15.36942855	134.4574024
EOG77T8ZN	Not	 Lightcyan	0.03048	23.93998004	7.650682704	16.28929734	2.895516542
EOG77X56H	Not	 Lightcyan	0.20821	18.58949679	5.268143184	13.32135361	79.64183636
EOG77X56R	Not	 Lightcyan	0.08185	50.85738214	21.76722112	29.09016103	12.1851376
EOG7811G9	Not	 Lightcyan	0.2738	12.32862711	4.470955513	7.857671594	26.23773066
EOG783WQ6	Not	 Lightcyan	0.01021	29.51448775	17.26942035	12.2450674	138.0580173
EOG789N6D	Not	 Lightcyan	0.11514	50.58099825	13.20253731	37.37846094	231.9126514
EOG78DHDV	Not	 Lightcyan	0.14461	24.35223307	7.895530735	16.45670233	866.2573882
EOG78DHF4	Not	 Lightcyan	0.1834	55.87127878	32.02285186	23.84842691	81.00093684
EOG78M7WV	Not	 Lightcyan	0.20922	36.37266267	25.11891498	11.25374768	177.805443
EOG79H31R	Not	 Lightcyan	0.22074	46.31835807	22.25466121	24.06369686	35.1703829
EOG79H32D	Not	 Lightcyan	0.3037	32.3756158	15.84085248	16.53476332	94.2566604
EOG79KZ96	Not	 Lightcyan	0.18737	9.468639601	2.381036279	7.087603322	1.569887415
EOG79SPS2	Not	 Lightcyan	0.27992	34.9018507	7.880459104	27.0213916	784.5752025
EOG7B0F7R	Not	 Lightcyan	0.23028	25.8060984	8.881697937	16.92440046	51.69476409
EOG7B65Q6	Not	 Lightcyan	0.16275	34.66392327	10.16160792	24.50231535	1.861653768
EOG7B65QP	Not	 Lightcyan	0.23249	67.71045869	26.00402389	41.7064348	390.2495246
EOG7BGSF1	Not	 Lightcyan	0.11217	25.58297133	11.53837259	14.04459873	111.471968
EOG7C04N2	Not	 Lightcyan	0.08052	46.96258941	13.51473525	33.44785416	198.4033608
EOG7CCMKN	Not	 Lightcyan	0.26781	32.59271803	7.326781168	25.26593686	274.3288917
EOG7CGGV0	Not	 Lightcyan	0.13631	45.47306272	20.33102011	25.14204262	127.1259334
EOG7CKC21	Not	 Lightcyan	0.24556	50.39709149	32.11236093	18.28473056	79.28560458
EOG7CZV19	Not	 Lightcyan	0.03589	36.2844794	8.611101824	27.67337758	204.8322855
EOG7D5KHH	Not	 Lightcyan	0.03146	51.06791282	8.081133284	42.98677953	121.6029056
EOG7DC9ZK	Not	 Lightcyan	0.05591	19.94910469	3.441558457	16.50754623	138.8600754
EOG7DCB00	Not	 Lightcyan	0.28701	30.44135435	10.42547937	20.01587498	92.81157183
EOG7DNXPC	Not	 Lightcyan	0.02937	29.32937445	13.13660601	16.19276845	10.64277163
EOG7F58WV	Not	 Lightcyan	0.13492	63.36815764	20.06872139	43.29943625	31.96063884
EOG7F854G	Not	 Lightcyan	0.05532	28.40523353	12.66096298	15.74427054	10.63568115
EOG7FC1C0	Not	 Lightcyan	0.03658	38.04857038	18.57298664	19.47558374	114.1115486
EOG7FFWM9	Not	 Lightcyan	0.17315	33.17662995	13.27758974	19.8990402	305.8919675
EOG7FJRVT	Not	 Lightcyan	0.15211	99.65188629	36.92481752	62.72706878	46.07476678
EOG7FVCKC	Not	 Lightcyan	0.1589	40.40691921	17.61890478	22.78801443	25.86780123
EOG7FZ7SG	Not	 Lightcyan	0.04625	89.96172094	42.19922339	47.76249756	16.70218638
EOG7G241H	Not	 Lightcyan	0.09292	38.21284135	11.45881634	26.75402501	154.8716212
EOG7G508V	Not	 Lightcyan	0.08678	13.41037774	5.246994301	8.163383438	126.1739795
EOG7G7VJ9	Not	 Lightcyan	0.03166	40.55731496	28.33245368	12.22486128	38.73591537
EOG7GBQRM	Not	 Lightcyan	0.20906	30.09618805	22.33024215	7.7659459	276.7640043
EOG7GNBGR	Not	 Lightcyan	0.16739	64.34268695	26.60071537	37.74197158	187.1773284
EOG7GR6PZ	Not	 Lightcyan	0.09192	35.3319651	21.25136632	14.08059879	89.149141
EOG7GV2ZP	Not	 Lightcyan	0.20445	43.3335957	22.46629718	20.86729851	164.4030713
EOG7H7JX6	Not	 Lightcyan	0.01191	30.70488939	7.661087754	23.04380163	2739.551692
EOG7HF9D7	Not	 Lightcyan	0.15673	60.1075622	26.97482116	33.13274104	74.99951439
EOG7HF9DC	Not	 Lightcyan	0.11861	65.51328598	16.21281576	49.30047022	161.0638706
EOG7HJ5M5	Not	 Lightcyan	0.21374	18.41680819	9.809803351	8.607004836	104.6489063
EOG7HQX3F	Not	 Lightcyan	0.29587	44.95215211	21.13956188	23.81259023	49.42158793
EOG7J1HT2	Not	 Lightcyan	0.05635	32.3451843	14.97090023	17.37428407	63.51087605
EOG7JF0S7	Not	 Lightcyan	0.33474	65.54833788	31.7391675	33.80917038	171.9697793
EOG7JF0SH	Not	 Lightcyan	0.38122	25.65599025	7.384745348	18.2712449	115.7574139
EOG7JHW17	Not	 Lightcyan	0.06896	21.75534701	7.186183627	14.56916338	28.84015188
EOG7JMR82	Not	 Lightcyan	0.07814	16.2755235	7.705152208	8.570371289	41.67119596
EOG7K9TXB	Not	 Lightcyan	0.07205	29.86244287	21.33277497	8.529667899	23.92583052
EOG7K9TXG	Not	 Lightcyan	0.21796	3.146327836	0.987501514	2.158826322	138.2710004
EOG7KHKD3	Not	 Lightcyan	0.14952	28.19976332	12.34011923	15.85964409	53.06291286
EOG7KHKD7	Not	 Lightcyan	0.07489	28.64868221	12.99226316	15.65641905	127.7771379
EOG7KMFNX	Not	 Lightcyan	0.22622	32.29156089	5.752538944	26.53902195	96.28378137
EOG7KX2BW	Not	 Lightcyan	0.08527	35.26039092	18.64275742	16.61763349	175.7807351
EOG7M3STJ	Not	 Lightcyan	0.11032	34.37486279	21.40257108	12.97229171	108.4979877
EOG7MM525	Not	 Lightcyan	0.06905	22.15866055	9.826129254	12.33253129	188.121828
EOG7MWRRZ	Not	 Lightcyan	0.22533	48.26016439	12.88287424	35.37729015	105.2662265
EOG7N0N0H	Not	 Lightcyan	0.21793	33.63577216	7.452780207	26.18299195	177.9367722
EOG7N97PX	Not	 Lightcyan	0.13368	22.3937409	6.824250878	15.56949002	214.0529812
EOG7NH05Z	Not	 Lightcyan	0.15964	50.24287265	22.31252296	27.93034969	9.834300092
EOG7NPQNG	Not	 Lightcyan	0.23519	11.63019336	4.418533386	7.211659978	228.7071601
EOG7P0BCM	Not	 Lightcyan	0.08682	41.48847054	24.36383168	17.12463886	12.50662474
EOG7P0BD6	Not	 Lightcyan	0.09911	54.51681094	13.98294154	40.53386939	195.5469981
EOG7P8Z32	Not	 Lightcyan	0.15171	57.73408503	27.13526307	30.59882196	62.47541268
EOG7PGPKB	Not	 Lightcyan	0.0732	27.43173792	9.932746597	17.49899133	952.333337
EOG7PS98W	Not	 Lightcyan	0.08225	17.04289088	3.899448682	13.1434422	172.8133795
EOG7Q01S8	Not	 Lightcyan	0.05507	46.34992387	15.30436836	31.0455555	48.41098319
EOG7Q8NGK	Not	 Lightcyan	0.06289	25.03093209	7.368744537	17.66218755	89.13872992
EOG7QGCZQ	Not	 Lightcyan	0.1553	19.74852603	3.893552022	15.85497401	5.985941049
EOG7QK86V	Not	 Lightcyan	0.10454	30.37277284	13.46447284	16.9083	85.7127913
EOG7QVVWX	Not	 Lightcyan	0.17551	33.19588728	13.22145837	19.97442891	198.2332192
EOG7RNTTV	Not	 Lightcyan	0.02294	54.96868183	7.781012488	47.18766934	103.0244175
EOG7S5614	Not	 Lightcyan	0.13109	28.37709508	16.80483734	11.57225773	133.922535
EOG7S561F	Not	 Lightcyan	0.31417	8.810775626	1.442343497	7.368432129	25.9043367
EOG7SFSRN	Not	 Lightcyan	0.13963	39.77171425	25.97053646	13.80117779	3.834136395
EOG7SFSRP	Not	 Lightcyan	0.02497	67.72487193	18.00762921	49.71724272	674.8431519
EOG7SNJ7H	Not	 Lightcyan	0.05827	19.24798173	6.888223133	12.3597586	444.610068
EOG7T4WDP	Not	 Lightcyan	0.27622	74.48632801	23.74767389	50.73865411	35.48484416
EOG7T7RNF	Not	 Lightcyan	0.18494	28.2434044	16.50910898	11.73429543	1.422028048
EOG7TN7M6	Not	 Lightcyan	0.18386	50.60819468	31.8123229	18.79587178	238.1256343
EOG7TR3VH	Not	 Lightcyan	0.03049	9.844021649	6.157261675	3.686759975	41.15647621
EOG7VBB8S	Not	 Lightcyan	0.14689	32.28502164	5.88406062	26.40096102	67.38242937
EOG7VBB8X	Not	 Lightcyan	0.22857	10.96269318	1.766265643	9.196427536	126.3081144
EOG7VJ2RX	Not	 Lightcyan	0.19986	35.1597825	11.47132883	23.68845366	28.2700882
EOG7VJ2S6	Not	 Lightcyan	0.28372	53.62845782	17.59429482	36.034163	70.84351088
EOG7VMZ12	Not	 Lightcyan	0.15716	24.68956658	11.81478449	12.87478208	173.8412552
EOG7VMZ17	Not	 Lightcyan	0.05033	24.17574457	7.275132601	16.90061197	555.1214369
EOG7VQT7N	Not	 Lightcyan	0.06981	81.84212214	47.17886473	34.66325741	45.96535588
EOG7VTPGF	Not	 Lightcyan	0.09797	28.19578616	6.311339822	21.88444634	1.594244024
EOG7VXJQW	Not	 Lightcyan	0.36897	35.33112235	10.26915376	25.06196859	73.60795932
EOG7W1DZH	Not	 Lightcyan	0.11957	18.10361905	3.218698127	14.88492093	362.4562622
EOG7W1DZK	Not	 Lightcyan	0.16063	117.0754754	39.1061254	77.96935003	30.64275643
EOG7W75F6	Not	 Lightcyan	0.07918	14.54157412	4.227229781	10.31434434	234.6513167
EOG7WB1P0	Not	 Lightcyan	0.07823	10.08971415	1.800192381	8.289521765	82.61535253
EOG7WB1PM	Not	 Lightcyan	0.00675	13.37380545	2.035970032	11.33783541	71.86476362
EOG7WDWXS	Not	 Lightcyan	0.039	21.33612115	4.720835254	16.6152859	31.01571706
EOG7WHS4X	Not	 Lightcyan	0.13315	30.87260405	14.75093358	16.12167047	103.3328992
EOG7WMNCS	Not	 Lightcyan	0.14585	20.57018866	10.62541504	9.944773621	277.0937655
EOG7WMND4	Not	 Lightcyan	0.17493	35.15368406	11.40799006	23.745694	5.216572121
EOG7WMNDC	Not	 Lightcyan	0.02366	54.11576395	24.02735709	30.08840686	67.93997458
EOG7XMBST	Not	 Lightcyan	0.15252	34.05851889	12.57386168	21.48465721	115.0168279
EOG7XQ71S	Not	 Lightcyan	0.14006	15.17815916	3.621571347	11.55658782	11.89914544
EOG7XWZGQ	Not	 Lightcyan	0.03222	22.51030976	13.77054113	8.739768623	169.3790057
EOG7Z6K6K	Not	 Lightcyan	0.01989	15.91375305	4.167438513	11.74631454	66.07262679
EOG7Z6K6Z	Not	 Lightcyan	0.36495	23.30680486	12.72501304	10.58179181	4.529872085
EOG7Z6K7C	Not	 Lightcyan	0.03525	29.64023052	7.937873491	21.70235703	7761.352435
EOG7Z9FFX	Not	 Lightcyan	0.1881	60.09130292	17.27197108	42.81933184	22.78763795
EOG7ZD9PN	Not	 Lightcyan	0.05972	44.44577367	30.00584238	14.43993129	117.8348403
EOG7ZSSPC	Not	 Lightcyan	0.07008	51.71421311	27.05080598	24.66340713	295.0543933
EOG718V71	Not	 Lightcyan1	0.03992	46.5560194	2.744153206	43.81186619	96.60083074
EOG738806	Not	 Lightcyan1	0.17801	50.84807923	5.419048878	45.42903035	59.10681428
EOG74R9JQ	Not	 Lightcyan1	0.03979	49.37679394	4.140801007	45.23599294	76.79683992
EOG76B7CS	Not	 Lightcyan1	0.08295	33.17062725	3.755788549	29.4148387	142.7967288
EOG76F3MQ	Not	 Lightcyan1	0.08824	60.23593666	7.194641469	53.04129519	121.2649078
EOG78T0BW	Not	 Lightcyan1	0.16465	54.14564568	5.971973891	48.17367179	114.3480463
EOG79KZ8K	Not	 Lightcyan1	0.07151	54.26133597	5.833387891	48.42794808	47.51719514
EOG7CVZRZ	Not	 Lightcyan1	0.18393	44.52811524	4.529992781	39.99812246	15.16842289
EOG7D8FQJ	Not	 Lightcyan1	0.02179	23.59727157	2.170943064	21.42632851	113.5641959
EOG7DNXP5	Not	 Lightcyan1	0.03113	61.09082364	8.593133907	52.49768973	81.00590785
EOG7J4D2T	Not	 Lightcyan1	0.08883	52.3534138	4.994612403	47.3588014	32.56905612
EOG7JTGQD	Not	 Lightcyan1	0.03942	21.70603357	2.300052342	19.40598123	48.1638602
EOG7K176G	Not	 Lightcyan1	0.06171	23.7630918	2.409261721	21.35383007	68.5632266
EOG7K9TXF	Not	 Lightcyan1	0.08788	38.96494407	3.10400044	35.86094363	54.54555897
EOG7M9J98	Not	 Lightcyan1	0.05155	34.38731675	2.926976576	31.46034018	86.97661708
EOG7M9JB6	Not	 Lightcyan1	0.04342	63.46667444	6.246873943	57.2198005	72.80270866
EOG7NKVDC	Not	 Lightcyan1	0.07736	53.26537033	6.7463235	46.51904683	61.08221629
EOG7NSKWB	Not	 Lightcyan1	0.04581	60.43080596	5.952521345	54.47828462	25.52853218
EOG7QP4F6	Not	 Lightcyan1	0.11626	55.45731938	6.42511623	49.03220315	38.99407325
EOG7R5GMH	Not	 Lightcyan1	0.16036	43.28850605	3.698112223	39.59039382	201.293395
EOG7RNTT8	Not	 Lightcyan1	0.05134	45.74416515	3.21782647	42.52633868	163.4510774
EOG7RNTTK	Not	 Lightcyan1	0.13463	78.25569792	7.641843851	70.61385407	61.66863262
EOG7RVK96	Not	 Lightcyan1	0.13272	75.07634576	8.532907068	66.54343869	111.8739366
EOG7RVK9K	Not	 Lightcyan1	0.06376	10.76074779	0.924615109	9.836132685	72.82445531
EOG7RZFJ9	Not	 Lightcyan1	0.04971	34.25329316	3.307409807	30.94588335	132.4772254
EOG7S561C	Not	 Lightcyan1	0.07672	23.82672827	2.049365775	21.77736249	56.24574383
EOG7SBXHP	Not	 Lightcyan1	0.03476	87.64394363	7.128288823	80.51565481	64.01475018
EOG7VMZ0F	Not	 Lightcyan1	0.08711	41.84249501	6.111469433	35.73102557	273.6288798
EOG7W4967	Not	 Lightcyan1	0.11715	54.70360118	3.436325394	51.26727578	22.89762566
EOG7XDM8V	Not	 Lightcyan1	0.18462	29.52365631	2.864179675	26.65947663	5.682474119
EOG7XQ70S	Not	 Lightcyan1	0.01816	78.46611391	6.115179095	72.35093481	59.80072985
EOG7XWZGW	Not	 Lightcyan1	0.31201	47.65909425	6.235494814	41.42359944	31.7696242
EOG7Z0TQF	Not	 Lightcyan1	0.0239	30.88886107	4.817721142	26.07113993	120.9513853
EOG7ZH5XF	Not	 Lightcyan1	0.16067	46.7080691	2.730279155	43.97778994	25.51644493
EOG7068JX	Not	 Lightyellow	0.19267	21.25245941	5.531408721	15.72105069	131.1281633
EOG7094ST	Not	 Lightyellow	0.10006	14.34907952	4.712577276	9.636502245	2.489142279
EOG70D125	Not	 Lightyellow	0.20992	5.024583613	0.913237135	4.111346478	23.32483683
EOG70KRHX	Not	 Lightyellow	0.23543	26.52945367	4.272222837	22.25723083	112.9817972
EOG70KRJ9	Not	 Lightyellow	0.12789	4.688753861	0.981074289	3.707679573	2.856585199
EOG718V67	Not	 Lightyellow	0.34701	61.18061092	7.963368483	53.21724244	51.11434994
EOG71GKNW	Not	 Lightyellow	0.08974	12.0963952	4.751867554	7.344527651	51.38324363
EOG71KFX5	Not	 Lightyellow	0.07586	17.63709595	1.88239221	15.75470374	106.9654406
EOG71PB55	Not	 Lightyellow	0.06846	13.92444924	3.872034612	10.05241462	12.18450372
EOG72P1J5	Not	 Lightyellow	0.0791	20.95611365	6.505890359	14.45022329	13.94207975
EOG73C478	Not	 Lightyellow	0.16227	20.27795856	12.35958786	7.918370699	46.42685036
EOG73JVQ8	Not	 Lightyellow	0.09348	29.73029848	5.848880931	23.88141754	104.588846
EOG73ZBP9	Not	 Lightyellow	0.06903	55.99508755	8.735427389	47.25966016	48.935013
EOG747ZC2	Not	 Lightyellow	0.06144	19.73866577	14.80767801	4.93098776	181.369307
EOG74FPTW	Not	 Lightyellow	0.03004	24.99418535	13.94701384	11.04717151	12.87085668
EOG74FPV6	Not	 Lightyellow	0.20453	26.54655442	11.8356028	14.71095162	39.23452342
EOG751X8G	Not	 Lightyellow	0.1988	43.03013782	11.13306903	31.8970688	36.52604858
EOG75FD7M	Not	 Lightyellow	0.09364	35.23199434	21.02160862	14.21038572	11.89584251
EOG75J8GD	Not	 Lightyellow	0.23391	18.86142272	6.77267029	12.08875243	107.4881559
EOG75XRDX	Not	 Lightyellow	0.05512	27.19525023	13.83422019	13.36103004	40.08058878
EOG764GXN	Not	 Lightyellow	0.12243	18.35914577	2.745125985	15.61401978	189.8026624
EOG767C4V	Not	 Lightyellow	0.05636	28.92353462	16.98319489	11.94033973	65.16030636
EOG76HZW7	Not	 Lightyellow	0.10417	16.03571061	3.022722029	13.01298858	90.59503009
EOG76TKM0	Not	 Lightyellow	0.02554	96.1048254	7.611916674	88.49290872	79.70053376
EOG779XSG	Not	 Lightyellow	0.35346	94.96021414	16.97844923	77.98176491	254.5792052
EOG779XSW	Not	 Lightyellow	0.22237	26.39422097	7.692692309	18.70152866	6.603745177
EOG77T8ZG	Not	 Lightyellow	0.19846	63.03639018	33.61413158	29.42225861	18.58293633
EOG783WQF	Not	 Lightyellow	0.06092	43.67460465	27.02783277	16.64677188	61.93310564
EOG78DHDB	Not	 Lightyellow	0.1857	9.43071906	1.567191479	7.863527581	44.11463252
EOG78DHDP	Not	 Lightyellow	0.13065	70.72330169	17.06416532	53.65913638	41.47304499
EOG78DHDR	Not	 Lightyellow	0.08003	5.714251034	2.13127574	3.582975294	11.00425745
EOG78T0C6	Not	 Lightyellow	0.16914	20.30181436	3.092930996	17.20888337	84.08209034
EOG793M2V	Not	 Lightyellow	0.07864	16.74916737	4.814135808	11.93503156	42.02515938
EOG799BJW	Not	 Lightyellow	0.14512	26.04253257	9.915908909	16.12662367	148.6730156
EOG79KZ8Z	Not	 Lightyellow	0.05318	25.7578197	11.25907111	14.49874859	52.94577287
EOG7B0F7P	Not	 Lightyellow	0.16169	47.40149392	18.3644868	29.03700712	32.88724002
EOG7B0F8C	Not	 Lightyellow	0.39161	41.0697925	14.60596074	26.46383176	49.37969627
EOG7BGSDV	Not	 Lightyellow	0.0495	44.52751512	8.807801424	35.71971369	26.14918263
EOG7BGSF8	Not	 Lightyellow	0.05515	35.8619047	19.24419891	16.6177058	49.49736349
EOG7BKNP4	Not	 Lightyellow	0.31725	9.888150521	1.953130123	7.935020398	7.234013612
EOG7BPHWP	Not	 Lightyellow	0.09067	8.329465665	1.770078877	6.559386788	89.81427149
EOG7BPHXJ	Not	 Lightyellow	0.03676	15.7162474	6.879427863	8.836819536	5.319035518
EOG7BSD4P	Not	 Lightyellow	0.0419	24.43167548	5.340767376	19.0909081	76.9515105
EOG7C8RBX	Not	 Lightyellow	0.25119	15.40029509	2.088413891	13.3118812	3.130001692
EOG7C8RC5	Not	 Lightyellow	0.02193	15.68306019	2.328307619	13.35475257	3.316569477
EOG7CKC24	Not	 Lightyellow	0.17134	32.72350867	4.372314225	28.35119444	123.520196
EOG7CKC26	Not	 Lightyellow	0.09198	7.757608054	0.992537664	6.76507039	102.2488087
EOG7CP790	Not	 Lightyellow	0.0559	32.55457454	17.17070777	15.38386676	26.29620755
EOG7D2Q7R	Not	 Lightyellow	0.14103	17.85235315	7.401692413	10.45066074	6.157293958
EOG7DC9ZF	Not	 Lightyellow	0.01577	11.46416563	1.992525158	9.471640476	136.3644202
EOG7DG66Z	Not	 Lightyellow	0.08475	15.31435784	5.000643978	10.31371386	57.04676111
EOG7F2DN1	Not	 Lightyellow	0.10762	20.7796699	4.041837105	16.7378328	62.97299591
EOG7F2DN6	Not	 Lightyellow	0.1278	20.6410378	7.805734302	12.8353035	62.95516868
EOG7FNN31	Not	 Lightyellow	0.03846	23.81198454	8.717238988	15.09474555	84.21379027
EOG7FZ7SN	Not	 Lightyellow	0.10426	18.13921859	2.628772418	15.51044617	17.05323555
EOG7GJG71	Not	 Lightyellow	0.21794	50.33079074	7.92184554	42.4089452	49.82079628
EOG7H7JWT	Not	 Lightyellow	0.17687	20.58734378	5.375041886	15.2123019	138.5851702
EOG7HF9CK	Not	 Lightyellow	0.14546	19.6538515	6.304672541	13.34917896	53.55064903
EOG7HF9CM	Not	 Lightyellow	0.05297	2.270452063	0.825798452	1.444653611	9.627118262
EOG7HJ5MQ	Not	 Lightyellow	0.10462	90.29799801	13.19102249	77.10697552	117.6697135
EOG7HTSBD	Not	 Lightyellow	0.05816	46.6347499	6.714788449	39.91996145	28.2531813
EOG7J1HT8	Not	 Lightyellow	0.06407	17.87040113	5.712274124	12.158127	48.38295026
EOG7JB4J8	Not	 Lightyellow	0.19866	10.2915691	3.610618169	6.680950928	4.679449338
EOG7JMR7H	Not	 Lightyellow	0.13609	35.35948326	13.89102373	21.46845953	18.44213659
EOG7JQMGM	Not	 Lightyellow	0.0416	40.1397866	9.241759475	30.89802713	13.32381246
EOG7JQMGN	Not	 Lightyellow	0.11997	9.568467226	6.067590568	3.500876658	3.430648616
EOG7K6ZP3	Not	 Lightyellow	0.12637	23.59694498	6.020538601	17.57640637	95.18925759
EOG7K6ZPK	Not	 Lightyellow	0.04017	17.19002651	4.032999996	13.15702651	33.93677844
EOG7KHKCT	Not	 Lightyellow	0.10565	13.77233789	4.982653795	8.7896841	153.2209167
EOG7KMFN0	Not	 Lightyellow	0.03563	14.31818447	6.013901264	8.304283201	26.15784416
EOG7M3STD	Not	 Lightyellow	0.08159	32.32763148	7.608575226	24.71905625	8.460912853
EOG7M6P2C	Not	 Lightyellow	0.21899	17.69782712	2.506236233	15.19159089	18.30948023
EOG7M6P37	Not	 Lightyellow	0.20751	33.79627204	9.240746306	24.55552573	35.04147812
EOG7MH8SR	Not	 Lightyellow	0.17929	42.21438753	18.16744125	24.04694628	53.91651391
EOG7MM514	Not	 Lightyellow	0.1097	18.64902662	13.14094641	5.508080206	51.87211254
EOG7N3H75	Not	 Lightyellow	0.04692	32.23207789	18.14401495	14.08806294	22.13206825
EOG7N97Q6	Not	 Lightyellow	0.05629	7.463966903	1.681013326	5.782953578	62.87512901
EOG7N97QC	Not	 Lightyellow	0.22487	25.37683751	13.89105826	11.48577925	61.85916847
EOG7ND3XH	Not	 Lightyellow	0.08016	34.28895012	6.429614833	27.85933529	65.01625619
EOG7ND3XS	Not	 Lightyellow	0.09866	21.26687454	5.188791787	16.07808276	42.50545405
EOG7NWG4S	Not	 Lightyellow	0.10654	10.89728618	2.640311556	8.256974624	29.78582158
EOG7P36N1	Not	 Lightyellow	0.3415	8.332960163	1.403334576	6.929625587	24.31500384
EOG7P8Z37	Not	 Lightyellow	0.16758	39.33560299	18.48557403	20.85002896	137.0256421
EOG7P8Z3H	Not	 Lightyellow	0.15994	22.79784	14.39261425	8.405225743	8.812578313
EOG7PCT9V	Not	 Lightyellow	0.04579	26.96171389	8.622312489	18.3394014	27.54243641
EOG7PCT9Z	Not	 Lightyellow	0.18728	37.70576102	12.63096462	25.0747964	46.03478697
EOG7PCTC2	Not	 Lightyellow	0.0227	43.5084314	3.859087161	39.64934423	71.04178382
EOG7PGPK2	Not	 Lightyellow	0.11476	18.15541282	3.206482626	14.94893019	219.9389673
EOG7PGPK6	Not	 Lightyellow	0.02519	33.68585933	10.73664888	22.94921046	109.2062704
EOG7QCHQ3	Not	 Lightyellow	0.32943	25.57445675	13.17275118	12.40170557	45.62918248
EOG7QVVWV	Not	 Lightyellow	0.11616	12.86492428	9.161471808	3.703452473	124.0178706
EOG7QVVWZ	Not	 Lightyellow	0.04632	33.63705132	16.59354189	17.04350943	56.63650509
EOG7QVVX3	Not	 Lightyellow	0.13901	35.75697001	14.61744366	21.13952636	73.57718919
EOG7R2MD0	Not	 Lightyellow	0.14884	54.09164997	9.503230526	44.58841945	70.16779367
EOG7R8BVW	Not	 Lightyellow	0.08195	22.40540942	12.03437833	10.37103109	57.00474401
EOG7RVK98	Not	 Lightyellow	0.20912	13.55978983	6.597445575	6.962344253	101.0102409
EOG7RZFJM	Not	 Lightyellow	0.19021	16.32544177	6.599181969	9.726259797	85.72840602
EOG7SBXH0	Not	 Lightyellow	0.07347	12.79072275	5.942158963	6.848563785	80.99749457
EOG7SBXHQ	Not	 Lightyellow	0.13105	27.36887198	3.960198182	23.4086738	82.40194221
EOG7SJNZQ	Not	 Lightyellow	0.04987	43.70106392	9.085510127	34.6155538	9.875197912
EOG7T215P	Not	 Lightyellow	0.02316	38.359984	21.85879639	16.50118761	49.83636896
EOG7TJCC1	Not	 Lightyellow	0.23423	27.96535851	19.85656103	8.10879748	21.84026672
EOG7TJCCC	Not	 Lightyellow	0.12892	17.82256653	9.205822286	8.616744244	44.17627566
EOG7TV02N	Not	 Lightyellow	0.09354	12.95118686	1.692387167	11.2587997	7.733587221
EOG7TXVB4	Not	 Lightyellow	0.13434	34.58797533	15.18971729	19.39825804	108.0964334
EOG7V1QKB	Not	 Lightyellow	0.19163	54.02497717	5.707210367	48.3177668	42.07540801
EOG7V7G1N	Not	 Lightyellow	0.0764	17.37879554	7.961309168	9.417486372	2.511266996
EOG7VJ2RK	Not	 Lightyellow	0.05029	12.81720818	3.275080548	9.542127632	1.880934733
EOG7VMZ0P	Not	 Lightyellow	0.07576	20.96573836	3.876190399	17.08954796	363.041886
EOG7VMZ0X	Not	 Lightyellow	0.15933	89.04402628	13.86504833	75.17897794	86.81504899
EOG7VTPG7	Not	 Lightyellow	0.02308	14.92742463	4.045691082	10.88173355	36.14901854
EOG7VTPGJ	Not	 Lightyellow	0.11597	29.38706105	12.36146949	17.02559157	51.60478899
EOG7W75DW	Not	 Lightyellow	0.09502	12.82200271	4.972459332	7.849543375	32.52068933
EOG7WTCW8	Not	 Lightyellow	0.03195	29.86565598	9.694897277	20.17075871	54.20596244
EOG7X40KH	Not	 Lightyellow	0.13839	119.4560609	35.90274098	83.55331993	58.12856384
EOG7X9R2J	Not	 Lightyellow	0.09375	36.97706729	5.246754342	31.73031294	39.32821874
EOG7XMBS3	Not	 Lightyellow	0.05517	26.18302392	6.589623179	19.59340074	400.9129901
EOG7XMBSB	Not	 Lightyellow	0.09093	30.4678319	8.520229516	21.94760238	286.0557076
EOG7XQ715	Not	 Lightyellow	0.11625	29.14288658	4.512059099	24.63082748	31.17419288
EOG7XWZHD	Not	 Lightyellow	0.16521	60.6571388	26.3278239	34.3293149	90.68089215
EOG7Z9FFJ	Not	 Lightyellow	0.15562	29.32929413	15.28330025	14.04599388	60.70489721
EOG7ZD9PK	Not	 Lightyellow	0.11223	66.94750166	7.951918737	58.99558292	16.58955802
EOG7ZD9Q7	Not	 Lightyellow	0.17867	73.93372454	13.31160782	60.62211672	200.3269793
EOG700J3F	Not	 Magenta	0.05481	42.76984614	24.20794357	18.56190257	55.85419936
EOG703DB6	Not	 Magenta	0.16596	25.49364877	15.02797753	10.46567124	15.79760909
EOG703DBP	Not	 Magenta	0.06367	61.22338411	13.17792861	48.0454555	14.45316947
EOG7068JZ	Not	 Magenta	0.22739	30.9682527	9.705498035	21.26275467	66.06586779
EOG7094TZ	Not	 Magenta	0.43456	29.83355316	9.086790102	20.74676306	36.6480196
EOG70GW8N	Not	 Magenta	0.05721	56.00078618	37.74165614	18.25913004	37.86651052
EOG70GW8Q	Not	 Magenta	0.21356	17.60695953	6.763815531	10.843144	61.47646672
EOG70GW98	Not	 Magenta	0.11775	8.074103446	2.340304294	5.733799152	248.7164231
EOG70KRJG	Not	 Magenta	0.06973	45.34405129	10.8012761	34.54277519	191.3755021
